attrition_flag,customer_age,total_trans_amt,total_trans_ct,credit_limit,months_inactive_12_mon,contacts_count_12_mon,income_category
Existing Customer,42,4411,67,29195,2,1,80K-120K
Attrited Customer,41,2265,41,2990,2,4,40K-60K
Existing Customer,55,4563,72,2873,3,2,40K-60K
Existing Customer,50,4525,67,28253,1,3,80K-120K
Existing Customer,53,5221,87,1882,1,3,Unknown
Existing Customer,33,4426,91,1630,2,2,80K-120K
Existing Customer,51,3739,53,4546,1,2,80K-120K
Existing Customer,58,4983,84,2395,2,2,Unknown
Attrited Customer,45,2174,39,3845,3,2,80K-120K
Existing Customer,56,4192,90,2836,2,2,Lessthan40K
Attrited Customer,44,2312,44,1506,3,3,Lessthan40K
Existing Customer,48,4495,67,1605,3,2,Lessthan40K
Attrited Customer,53,2147,44,11778,2,2,80K-120K
Existing Customer,55,5032,84,2747,1,1,Lessthan40K
Existing Customer,49,4837,87,2501,3,3,60K-80K
Existing Customer,64,3942,84,2563,3,2,Lessthan40K
Attrited Customer,47,1920,39,1659,2,4,60K-80K
Existing Customer,56,4611,73,3068,3,2,Unknown
Existing Customer,60,4467,69,3426,3,2,Lessthan40K
Attrited Customer,59,2720,53,3214,3,4,Lessthan40K
Attrited Customer,50,2078,62,12906,3,3,80K-120K
Attrited Customer,59,2508,49,8708,4,6,Unknown
Attrited Customer,52,2094,32,7904,4,3,80K-120K
Existing Customer,48,4782,88,4549,2,0,Unknown
Attrited Customer,46,2445,39,1438.3,2,2,Lessthan40K
Existing Customer,49,4603,87,4476,1,3,Lessthan40K
Existing Customer,44,3406,62,2002,3,2,Unknown
Existing Customer,40,4786,85,11502,2,3,80K-120K
Attrited Customer,44,2393,37,7924,3,2,120K+
Existing Customer,39,4254,82,16199,2,2,120K+
Existing Customer,43,4571,72,1452,3,2,80K-120K
Attrited Customer,37,2568,48,2179,1,3,Unknown
Attrited Customer,35,2137,52,13590,3,4,80K-120K
Attrited Customer,31,2428,43,1695,1,2,Lessthan40K
Existing Customer,53,4833,82,4430,3,3,Lessthan40K
Existing Customer,49,4937,75,2919,3,3,Lessthan40K
Existing Customer,49,4869,78,2796,3,3,Lessthan40K
Attrited Customer,41,2981,40,2580,3,3,Lessthan40K
Existing Customer,43,4581,70,2834,3,2,60K-80K
Existing Customer,44,4400,60,2617,1,2,Lessthan40K
Existing Customer,48,5005,77,1522,3,2,Lessthan40K
Attrited Customer,41,1740,43,16509,2,4,40K-60K
Attrited Customer,40,1849,50,7316,2,3,40K-60K
Existing Customer,44,4349,75,7627,1,2,Unknown
Existing Customer,44,3675,59,9465,2,3,40K-60K
Existing Customer,48,4681,74,8795,1,2,Lessthan40K
Attrited Customer,40,1993,41,12283,2,3,60K-80K
Existing Customer,34,4177,68,2715,2,3,Lessthan40K
Existing Customer,44,3979,63,19897,1,3,Unknown
Existing Customer,44,5059,79,2097,2,2,Lessthan40K
Existing Customer,41,4727,78,3028,2,2,Lessthan40K
Existing Customer,34,4905,91,1695,2,0,Lessthan40K
Attrited Customer,41,1813,51,1438.3,3,5,Lessthan40K
Existing Customer,37,5136,76,1438.3,3,3,Lessthan40K
Attrited Customer,55,2153,41,24250,4,3,120K+
Existing Customer,49,4115,72,5076,3,3,Unknown
Existing Customer,40,3895,75,4438,2,3,Unknown
Existing Customer,36,4240,60,1964,2,3,Lessthan40K
Existing Customer,53,4798,85,1904,1,1,Lessthan40K
Existing Customer,46,4956,92,2933,3,0,40K-60K
Existing Customer,55,3551,68,18202,1,3,Unknown
Existing Customer,47,3756,67,34516,3,1,80K-120K
Existing Customer,52,4219,69,2421,5,3,Lessthan40K
Existing Customer,44,4625,91,2406,1,2,Lessthan40K
Existing Customer,51,4885,74,2621,1,1,40K-60K
Existing Customer,34,5409,82,2291,3,1,Lessthan40K
Existing Customer,46,4680,87,3645,2,0,40K-60K
Existing Customer,37,4341,64,3375,3,1,40K-60K
Existing Customer,47,5072,77,8856,3,2,120K+
Existing Customer,36,4132,70,2980,1,1,Lessthan40K
Existing Customer,47,4633,71,17656,3,2,60K-80K
Attrited Customer,57,2574,43,2475,0,3,Lessthan40K
Existing Customer,46,4622,71,3942,2,2,Lessthan40K
Existing Customer,57,4813,84,1771,2,3,Lessthan40K
Attrited Customer,45,2566,49,17678,2,6,Unknown
Existing Customer,50,4425,78,20958,5,3,120K+
Existing Customer,53,5218,88,4117,1,2,Lessthan40K
Existing Customer,43,4496,64,18524,1,2,40K-60K
Existing Customer,36,4095,88,2222,1,1,Lessthan40K
Existing Customer,56,4168,63,3119,3,3,Lessthan40K
Existing Customer,46,4444,78,1611,1,2,40K-60K
Attrited Customer,53,2016,49,4090,3,3,Lessthan40K
Existing Customer,55,4226,74,1467,3,3,60K-80K
Existing Customer,52,4535,85,2442,1,2,40K-60K
Attrited Customer,53,2474,44,1816,3,3,40K-60K
Existing Customer,40,4332,78,1438.3,3,3,Lessthan40K
Existing Customer,42,4038,68,14958,3,1,60K-80K
Attrited Customer,43,2237,39,21961,2,4,Unknown
Existing Customer,40,3968,73,1625,1,2,Lessthan40K
Existing Customer,49,4423,67,3007,3,3,Lessthan40K
Existing Customer,47,3752,78,11629,2,2,120K+
Attrited Customer,42,2528,41,1507,3,3,Lessthan40K
Existing Customer,45,4478,56,3111,1,2,Unknown
Existing Customer,60,4757,75,1848,3,3,40K-60K
Attrited Customer,44,2104,44,4142,2,5,40K-60K
Existing Customer,46,4461,71,1438.3,1,2,80K-120K
Existing Customer,45,4531,77,2202,2,3,Lessthan40K
Existing Customer,42,5079,80,3591,2,3,60K-80K
Attrited Customer,49,2451,50,4781,3,3,120K+
Existing Customer,58,4741,88,3832,3,3,Lessthan40K
Existing Customer,53,4412,87,9025,2,0,120K+
Existing Customer,44,3264,67,11627,1,2,40K-60K
Existing Customer,61,4338,67,5686,2,2,Unknown
Existing Customer,49,4056,67,2636,1,3,Lessthan40K
Existing Customer,37,4815,84,1438.3,2,3,Lessthan40K
Existing Customer,43,4317,69,4976,2,2,Lessthan40K
Existing Customer,38,4576,70,13951,3,3,Unknown
Existing Customer,44,4510,79,14370,3,2,60K-80K
Existing Customer,60,3844,75,21681,2,2,40K-60K
Existing Customer,59,4190,71,2634,3,3,40K-60K
Existing Customer,37,4555,82,2204,1,2,40K-60K
Existing Customer,48,4228,82,2447,1,3,40K-60K
Existing Customer,60,4533,79,3068,3,2,Unknown
Attrited Customer,48,2204,36,1502,3,4,Lessthan40K
Existing Customer,39,3955,74,4181,3,3,Unknown
Existing Customer,52,4528,81,3136,2,2,Lessthan40K
Existing Customer,42,3879,76,4478,2,2,Lessthan40K
Attrited Customer,60,2869,43,7359,6,3,Unknown
Existing Customer,52,3851,78,13090,3,2,40K-60K
Existing Customer,44,3770,82,6849,2,2,40K-60K
Existing Customer,36,4356,74,4228,3,0,Lessthan40K
Existing Customer,49,5092,70,5678,3,2,40K-60K
Existing Customer,42,4580,75,3964,5,2,Lessthan40K
Attrited Customer,48,1263,27,7970,2,4,80K-120K
Existing Customer,36,4281,69,4692,3,3,Unknown
Attrited Customer,45,1853,31,1942,2,2,Lessthan40K
Attrited Customer,40,2011,42,5821,2,3,40K-60K
Existing Customer,48,4534,75,2357,1,3,Lessthan40K
Existing Customer,54,4136,77,8294,1,2,Unknown
Existing Customer,32,4508,83,3174,3,3,40K-60K
Existing Customer,34,4302,74,1438.3,3,3,Lessthan40K
Existing Customer,46,4486,61,1852,1,2,Lessthan40K
Attrited Customer,47,2169,49,1809,3,1,40K-60K
Existing Customer,48,4671,93,3503,1,2,40K-60K
Existing Customer,52,4258,58,17835,2,2,40K-60K
Existing Customer,45,4897,75,3383,2,3,120K+
Existing Customer,46,3534,70,7128,2,3,Lessthan40K
Existing Customer,36,3959,59,1438.3,2,3,Lessthan40K
Existing Customer,42,4430,94,3815,3,2,Lessthan40K
Existing Customer,39,4203,69,1902,3,2,Lessthan40K
Existing Customer,43,4226,75,2077,2,3,Lessthan40K
Attrited Customer,48,2603,53,2514,3,4,Lessthan40K
Existing Customer,56,4714,82,34516,3,3,80K-120K
Existing Customer,45,3859,55,2144,3,0,Lessthan40K
Existing Customer,65,4554,83,5951,3,2,Lessthan40K
Existing Customer,54,4674,87,4806,5,3,Unknown
Existing Customer,42,4697,94,16612,3,3,Unknown
Existing Customer,53,4116,88,2799,2,2,40K-60K
Existing Customer,63,3434,71,18064,3,3,40K-60K
Existing Customer,49,4783,86,2560,1,3,Lessthan40K
Existing Customer,42,4591,70,5821,2,2,Lessthan40K
Existing Customer,43,4321,76,2057,3,2,Lessthan40K
Existing Customer,49,4715,66,1972,2,3,Lessthan40K
Existing Customer,44,4149,79,2675,2,3,60K-80K
Existing Customer,48,4518,79,6223,1,2,40K-60K
Existing Customer,44,4498,86,7632,3,3,Unknown
Existing Customer,55,4960,77,3258,2,1,Lessthan40K
Existing Customer,46,3754,53,34516,3,3,60K-80K
Existing Customer,49,4460,88,3054,3,2,40K-60K
Existing Customer,35,4006,72,1438.3,1,1,Lessthan40K
Attrited Customer,50,1872,41,7970,2,3,120K+
Attrited Customer,55,2400,34,1836,2,3,Lessthan40K
Existing Customer,47,5265,98,9397,2,3,120K+
Existing Customer,60,4919,69,1601,2,3,Lessthan40K
Existing Customer,45,3785,64,34516,2,3,80K-120K
Existing Customer,51,5210,73,1822,1,3,Lessthan40K
Existing Customer,41,4293,87,1614,2,2,Lessthan40K
Existing Customer,54,4365,71,1491,2,0,Lessthan40K
Existing Customer,28,3864,64,2543,1,3,Lessthan40K
Existing Customer,50,4635,65,3462,2,3,Lessthan40K
Existing Customer,44,5495,87,1699,3,1,Lessthan40K
Attrited Customer,46,1552,32,13095,4,3,Unknown
Existing Customer,47,4674,85,8823,2,3,60K-80K
Existing Customer,48,4386,63,4429,1,1,60K-80K
Attrited Customer,58,2107,39,5396,4,3,Unknown
Existing Customer,65,3918,74,2418,1,3,40K-60K
Existing Customer,56,5774,84,2086,2,3,Lessthan40K
Attrited Customer,48,2434,45,1899,3,3,40K-60K
Existing Customer,43,4743,82,7564,1,2,40K-60K
Existing Customer,41,4800,61,13116,2,2,60K-80K
Existing Customer,35,5062,80,1438.3,1,3,Lessthan40K
Existing Customer,48,4833,73,3716,1,2,Lessthan40K
Existing Customer,50,4351,74,3069,5,3,Lessthan40K
Attrited Customer,51,2760,38,2006,3,3,Lessthan40K
Existing Customer,45,3635,79,2948,2,1,40K-60K
Existing Customer,47,3511,64,1438.3,2,3,Lessthan40K
Existing Customer,35,4321,83,1438.3,2,3,Lessthan40K
Existing Customer,58,4363,73,4669,3,1,40K-60K
Existing Customer,48,3299,63,13994,2,2,Lessthan40K
Attrited Customer,57,2460,39,8760,5,3,120K+
Existing Customer,53,4375,69,1688,2,2,Lessthan40K
Existing Customer,46,4725,85,9881,3,3,Unknown
Existing Customer,39,4211,66,4534,2,0,60K-80K
Existing Customer,57,3691,69,3545,3,3,Lessthan40K
Existing Customer,57,4681,71,1857,2,2,Lessthan40K
Existing Customer,56,4284,73,3334,1,1,Unknown
Attrited Customer,55,2590,50,2496,3,4,40K-60K
Existing Customer,41,4053,66,1438.3,1,2,Lessthan40K
Attrited Customer,45,2429,38,1438.3,2,2,Lessthan40K
Existing Customer,52,4173,77,9357,2,2,60K-80K
Existing Customer,40,4258,80,2423,2,3,Lessthan40K
Existing Customer,45,4773,80,1936,2,2,40K-60K
Existing Customer,43,3861,81,1783,3,3,60K-80K
Existing Customer,59,4155,62,1438.3,1,2,Lessthan40K
Existing Customer,56,4333,84,1438.3,1,3,Lessthan40K
Existing Customer,44,4721,81,10580,3,2,Lessthan40K
Existing Customer,54,3507,68,4597,3,2,Lessthan40K
Existing Customer,49,4408,79,1656,2,3,Lessthan40K
Existing Customer,39,5048,75,3279,3,2,Lessthan40K
Existing Customer,49,4683,89,2578,2,3,40K-60K
Existing Customer,44,5161,83,4068,3,3,40K-60K
Attrited Customer,42,2289,41,2128,2,3,Lessthan40K
Attrited Customer,45,2362,39,2704,3,4,Lessthan40K
Existing Customer,38,4650,71,1878,1,0,Lessthan40K
Existing Customer,46,4697,67,10600,3,3,Unknown
Attrited Customer,58,1844,41,9909,2,6,Lessthan40K
Existing Customer,57,4420,86,1665,2,3,Lessthan40K
Attrited Customer,50,2073,44,1656,3,2,120K+
Existing Customer,53,2950,64,14111,3,4,80K-120K
Existing Customer,52,3822,68,2012,2,3,Lessthan40K
Existing Customer,43,4279,83,2837,1,1,Lessthan40K
Existing Customer,40,4981,79,1709,2,2,Lessthan40K
Existing Customer,49,4331,85,5714,2,1,Lessthan40K
Existing Customer,41,3358,62,5071,1,3,60K-80K
Existing Customer,51,3531,73,24028,3,3,80K-120K
Existing Customer,31,4798,82,13882,3,3,Unknown
Existing Customer,49,4399,78,3585,2,2,40K-60K
Existing Customer,40,4564,65,9124,2,2,80K-120K
Existing Customer,45,4749,80,2705,2,2,Unknown
Existing Customer,56,4578,70,1936,3,2,Lessthan40K
Existing Customer,49,4370,83,8051,2,3,80K-120K
Existing Customer,36,4045,62,3635,1,3,40K-60K
Existing Customer,46,4143,71,2532,2,2,Lessthan40K
Existing Customer,54,4030,78,2028,1,3,Lessthan40K
Attrited Customer,42,1788,36,4304,2,3,Lessthan40K
Existing Customer,46,4659,76,6644,1,2,Unknown
Existing Customer,45,4838,71,1830,1,3,Lessthan40K
Existing Customer,37,4495,77,7607,3,3,120K+
Attrited Customer,55,1976,44,2060,3,5,Lessthan40K
Existing Customer,49,4457,84,1438.3,2,2,Lessthan40K
Existing Customer,41,3662,74,3126,3,3,60K-80K
Existing Customer,47,3804,67,6885,6,3,40K-60K
Attrited Customer,42,2593,48,1871,3,4,60K-80K
Existing Customer,31,4358,89,2787,2,3,Lessthan40K
Existing Customer,50,4097,70,1867,3,2,80K-120K
Attrited Customer,41,1852,38,1438.3,2,3,Lessthan40K
Attrited Customer,47,2133,44,2473,4,3,Lessthan40K
Existing Customer,40,3870,70,4640,3,2,40K-60K
Existing Customer,47,5201,82,2712,3,0,Lessthan40K
Attrited Customer,46,1935,40,8869,2,1,Unknown
Attrited Customer,51,2443,38,3853,3,5,Unknown
Existing Customer,53,4606,86,1438.3,2,3,Lessthan40K
Attrited Customer,50,2351,39,14409,2,3,60K-80K
Attrited Customer,59,2748,40,1665,3,3,40K-60K
Existing Customer,43,4892,85,2639,1,3,Lessthan40K
Existing Customer,59,3964,69,2338,1,1,Lessthan40K
Existing Customer,51,4802,91,2774,3,0,Lessthan40K
Existing Customer,57,4689,65,4283,1,1,Unknown
Attrited Customer,47,2613,50,6263,4,3,Unknown
Existing Customer,35,4161,71,2317,3,3,Lessthan40K
Existing Customer,55,4540,73,2239,2,1,Lessthan40K
Existing Customer,41,4917,84,2225,3,3,Lessthan40K
Existing Customer,51,4927,73,1519,2,3,Lessthan40K
Existing Customer,48,5125,85,5495,2,3,Unknown
Existing Customer,51,4317,64,2141,1,1,Lessthan40K
Existing Customer,43,5219,63,2616,1,2,Lessthan40K
Existing Customer,39,3566,81,5494,1,1,Lessthan40K
Attrited Customer,52,2343,42,2003,5,1,Lessthan40K
Existing Customer,47,4130,80,2092,1,2,Lessthan40K
Existing Customer,44,4493,68,6606,3,2,60K-80K
Existing Customer,42,4083,68,7102,3,2,Unknown
Existing Customer,51,3723,56,13812,2,3,Lessthan40K
Existing Customer,56,4160,75,7075,3,2,60K-80K
Existing Customer,44,4820,60,4274,1,2,40K-60K
Existing Customer,47,4894,89,2317,1,3,Lessthan40K
Attrited Customer,51,1939,49,1438.3,3,3,Lessthan40K
Existing Customer,47,4345,75,2888,3,3,80K-120K
Existing Customer,44,4176,76,12310,1,2,Unknown
Existing Customer,48,4164,66,1622,3,3,60K-80K
Attrited Customer,45,2153,35,1438.3,2,1,Lessthan40K
Existing Customer,40,4700,71,12559,2,2,80K-120K
Existing Customer,56,3875,67,2929,3,3,40K-60K
Attrited Customer,48,1897,58,1438.3,2,4,Lessthan40K
Existing Customer,50,4099,74,2319,1,2,Lessthan40K
Existing Customer,37,4094,85,7927,3,3,Unknown
Attrited Customer,55,2719,36,1720,6,3,Lessthan40K
Existing Customer,38,4517,79,3642,1,3,80K-120K
Existing Customer,49,4177,66,3881,1,2,40K-60K
Existing Customer,47,4330,72,6143,2,2,120K+
Existing Customer,42,4154,78,1438.3,3,0,Lessthan40K
Existing Customer,52,4643,86,2035,3,1,Lessthan40K
Attrited Customer,47,2182,40,3899,3,3,Lessthan40K
Existing Customer,52,3913,90,1981,2,2,40K-60K
Attrited Customer,50,2548,46,2422,3,4,Lessthan40K
Existing Customer,52,4853,85,11964,3,3,80K-120K
Existing Customer,50,4058,81,3862,4,3,Unknown
Existing Customer,46,4347,63,33142,4,2,80K-120K
Existing Customer,40,3564,73,34516,4,2,120K+
Attrited Customer,42,2826,39,3454,3,3,Lessthan40K
Existing Customer,29,4702,85,2732,3,2,Lessthan40K
Existing Customer,50,4342,82,1687,2,2,80K-120K
Attrited Customer,43,3174,44,3523,2,4,Lessthan40K
Existing Customer,40,3732,71,5773,3,2,120K+
Attrited Customer,45,2526,41,4462,5,3,Unknown
Existing Customer,35,4419,75,3976,2,2,Lessthan40K
Existing Customer,55,4943,85,2679,3,3,Lessthan40K
Existing Customer,49,5172,78,1564,3,2,40K-60K
Existing Customer,53,4133,78,1536,2,3,40K-60K
Existing Customer,46,4087,66,2375,2,1,40K-60K
Existing Customer,50,4172,65,2719,3,3,Lessthan40K
Existing Customer,53,5220,78,3369,3,1,40K-60K
Existing Customer,58,3797,75,3173,1,1,Lessthan40K
Existing Customer,47,4892,95,3139,2,2,Lessthan40K
Attrited Customer,50,2915,50,2140,3,4,Lessthan40K
Existing Customer,56,4803,72,2258,3,2,Lessthan40K
Existing Customer,48,4035,74,2423,1,1,40K-60K
Existing Customer,55,4301,79,2376,3,3,Lessthan40K
Existing Customer,38,3928,69,1690,5,2,Lessthan40K
Attrited Customer,46,1794,31,8583,3,2,40K-60K
Existing Customer,52,4724,66,2996,2,1,Lessthan40K
Existing Customer,49,4334,81,2880,3,2,Unknown
Existing Customer,48,4814,71,34516,3,1,80K-120K
Existing Customer,36,4855,69,6966,2,3,Unknown
Attrited Customer,36,2595,49,11316,2,3,120K+
Existing Customer,38,4247,84,1438.3,2,1,Lessthan40K
Existing Customer,44,3197,61,11362,2,3,120K+
Attrited Customer,52,2516,36,7210,4,3,Unknown
Existing Customer,55,4835,84,7790,3,3,Unknown
Existing Customer,37,4391,79,2023,3,1,Lessthan40K
Existing Customer,51,3837,75,9117,2,3,40K-60K
Existing Customer,41,3797,74,1801,1,2,Lessthan40K
Existing Customer,51,4537,75,8787,6,3,60K-80K
Existing Customer,40,4051,81,27436,1,3,60K-80K
Existing Customer,65,4205,65,2195,3,2,Lessthan40K
Existing Customer,46,4283,67,13734,3,2,80K-120K
Existing Customer,45,3915,66,2731,2,3,60K-80K
Existing Customer,49,4185,66,2453,2,0,80K-120K
Existing Customer,49,4960,97,7451,3,3,60K-80K
Existing Customer,41,4081,72,2644,3,3,40K-60K
Attrited Customer,41,2022,52,34516,2,3,80K-120K
Existing Customer,41,4726,64,4575,4,3,60K-80K
Existing Customer,51,4329,80,4860,3,2,Lessthan40K
Existing Customer,46,3399,66,1438.3,4,2,Lessthan40K
Attrited Customer,37,2645,60,1690,2,4,Lessthan40K
Existing Customer,39,4596,82,1438.3,2,3,40K-60K
Existing Customer,46,4561,78,24512,3,2,60K-80K
Attrited Customer,43,2086,47,1654,3,2,40K-60K
Existing Customer,63,3561,57,21430,1,2,80K-120K
Existing Customer,50,3828,65,34516,3,3,120K+
Existing Customer,37,4446,86,1438.3,3,2,40K-60K
Existing Customer,33,4253,83,2800,2,3,Lessthan40K
Existing Customer,44,4391,85,3117,2,2,60K-80K
Existing Customer,44,3792,78,2558,3,3,80K-120K
Attrited Customer,47,2802,52,10061,3,2,60K-80K
Existing Customer,45,4121,83,3416,1,3,Unknown
Existing Customer,39,4754,78,9371,3,3,Unknown
Existing Customer,47,4465,82,3147,1,2,Lessthan40K
Existing Customer,52,4997,79,1554,2,2,Lessthan40K
Attrited Customer,47,1895,42,3502,4,5,Unknown
Existing Customer,49,4678,74,2712,2,2,Lessthan40K
Existing Customer,59,4817,81,1438.3,1,0,Lessthan40K
Existing Customer,39,4109,69,3281,3,2,120K+
Attrited Customer,35,2500,44,1438.3,2,6,40K-60K
Existing Customer,39,3837,74,2469,3,3,Lessthan40K
Existing Customer,41,4345,72,3497,2,3,80K-120K
Existing Customer,46,4384,80,2505,2,3,40K-60K
Existing Customer,34,4136,69,2763,1,3,60K-80K
Existing Customer,49,4863,87,2081,2,3,Lessthan40K
Attrited Customer,55,2618,29,2815,3,1,Unknown
Existing Customer,56,4723,78,1737,1,3,Lessthan40K
Existing Customer,52,4458,87,9078,3,3,Unknown
Attrited Customer,46,2225,45,6185,4,3,40K-60K
Existing Customer,51,4402,91,2069,3,3,Unknown
Attrited Customer,45,2586,44,9234,3,3,80K-120K
Existing Customer,37,4796,85,2684,3,3,Lessthan40K
Existing Customer,48,4604,86,2151,2,2,40K-60K
Existing Customer,52,3882,90,2749,3,3,60K-80K
Existing Customer,44,4467,69,1980,2,2,Lessthan40K
Attrited Customer,55,2312,37,4232,4,3,Lessthan40K
Existing Customer,45,4283,76,1438.3,1,2,Lessthan40K
Existing Customer,43,4437,64,6931,1,0,Unknown
Attrited Customer,52,2682,47,3302,3,2,Lessthan40K
Existing Customer,61,3862,76,4235,3,2,Unknown
Existing Customer,51,5074,81,6501,6,2,Unknown
Existing Customer,34,5192,70,6376,1,3,Unknown
Attrited Customer,33,2200,45,1457,2,3,Lessthan40K
Existing Customer,38,4322,85,5576,3,2,40K-60K
Existing Customer,56,4919,83,1438.3,1,3,Unknown
Existing Customer,45,4353,80,2478,3,3,Unknown
Existing Customer,44,4250,81,3650,3,2,60K-80K
Existing Customer,52,4459,72,2111,2,3,Lessthan40K
Existing Customer,30,4108,82,12917,1,2,Unknown
Attrited Customer,56,2185,41,7327,4,4,120K+
Existing Customer,46,4245,76,13324,1,2,80K-120K
Existing Customer,34,4339,77,11154,3,2,80K-120K
Existing Customer,43,4210,81,9535,3,3,Unknown
Attrited Customer,37,2243,44,10226,2,4,40K-60K
Existing Customer,37,4610,65,2140,1,2,Lessthan40K
Existing Customer,49,3848,66,2904,4,2,Lessthan40K
Existing Customer,40,4442,83,1770,3,2,80K-120K
Attrited Customer,37,2596,39,1534,2,3,Lessthan40K
Existing Customer,46,4569,79,2170,3,3,Lessthan40K
Existing Customer,53,4167,74,10001,2,3,120K+
Existing Customer,56,4519,82,4169,2,3,Unknown
Existing Customer,65,3855,63,5363,2,2,Lessthan40K
Existing Customer,50,4731,82,3206,1,0,Lessthan40K
Existing Customer,50,4583,76,18085,3,2,60K-80K
Existing Customer,61,4344,73,2566,3,2,40K-60K
Existing Customer,35,4434,73,1438.3,1,2,40K-60K
Attrited Customer,65,2288,48,6812,0,3,Lessthan40K
Existing Customer,45,4984,75,2700,2,2,40K-60K
Existing Customer,50,4002,67,5471,3,3,Unknown
Existing Customer,43,4093,84,4332,3,1,Lessthan40K
Attrited Customer,48,2132,37,2447,3,3,Lessthan40K
Existing Customer,41,3853,76,1783,2,2,Lessthan40K
Existing Customer,42,4946,73,11761,3,2,60K-80K
Existing Customer,52,4501,68,2340,3,3,Lessthan40K
Existing Customer,45,4440,79,2859,3,0,Lessthan40K
Existing Customer,37,4683,76,2523,3,3,40K-60K
Existing Customer,48,4581,60,4776,2,2,40K-60K
Existing Customer,59,4489,58,2697,1,1,Lessthan40K
Existing Customer,57,4127,71,3542,2,3,Lessthan40K
Attrited Customer,57,1777,37,34516,4,3,120K+
Existing Customer,40,4453,84,8823,3,1,Unknown
Attrited Customer,52,2740,47,1764,3,6,Lessthan40K
Attrited Customer,43,2510,47,3492,3,3,Lessthan40K
Attrited Customer,36,2201,39,2977,3,3,Lessthan40K
Existing Customer,49,3193,69,30976,2,2,60K-80K
Existing Customer,43,4875,97,2810,2,1,60K-80K
Existing Customer,39,4173,82,1438.3,2,1,Lessthan40K
Existing Customer,44,4558,62,8997,3,1,40K-60K
Existing Customer,57,3735,73,2002,3,3,Lessthan40K
Existing Customer,55,4329,61,4998,2,1,60K-80K
Existing Customer,37,4191,77,2310,2,3,Lessthan40K
Existing Customer,54,4318,74,3892,3,3,40K-60K
Existing Customer,34,4634,69,2345,1,1,60K-80K
Existing Customer,50,4821,77,2135,2,2,80K-120K
Existing Customer,50,4269,78,2528,2,2,Lessthan40K
Existing Customer,50,4208,75,3397,1,3,Lessthan40K
Existing Customer,49,3572,73,19719,6,3,60K-80K
Existing Customer,41,5120,74,15292,3,0,Unknown
Existing Customer,52,3723,53,31733,3,3,120K+
Attrited Customer,54,2092,42,1438.3,3,4,40K-60K
Attrited Customer,54,1702,36,1638,6,3,Lessthan40K
Existing Customer,50,4608,84,2775,3,2,Lessthan40K
Attrited Customer,37,2160,46,2547,2,6,40K-60K
Existing Customer,50,4914,60,5708,2,2,Unknown
Existing Customer,46,3982,68,19838,3,1,80K-120K
Attrited Customer,47,2784,49,1789,3,6,60K-80K
Existing Customer,51,4885,86,2284,3,2,40K-60K
Existing Customer,42,3730,67,11535,1,3,60K-80K
Existing Customer,28,4252,78,3524,4,2,Unknown
Existing Customer,58,4070,74,30186,3,3,60K-80K
Existing Customer,44,3576,55,1438.3,3,1,Lessthan40K
Existing Customer,40,4530,69,1620,2,3,Lessthan40K
Existing Customer,51,4188,68,4038,2,1,Lessthan40K
Existing Customer,56,4382,82,2078,3,2,80K-120K
Existing Customer,51,4580,74,1571,3,2,Lessthan40K
Existing Customer,43,4683,91,4726,3,1,80K-120K
Existing Customer,56,4586,79,4604,3,3,Lessthan40K
Existing Customer,48,4042,78,34516,3,3,80K-120K
Existing Customer,56,4323,77,1438.3,2,1,40K-60K
Existing Customer,48,4592,78,2680,2,1,Lessthan40K
Attrited Customer,41,2693,56,4312,3,4,40K-60K
Existing Customer,50,4813,77,2205,3,1,60K-80K
Existing Customer,44,4804,78,2679,6,2,Lessthan40K
Existing Customer,54,4401,87,34516,1,2,80K-120K
Existing Customer,48,4761,81,3378,2,1,Lessthan40K
Existing Customer,34,5293,88,1793,1,2,40K-60K
Existing Customer,59,3922,75,2228,2,3,Lessthan40K
Existing Customer,41,4734,75,2577,0,2,40K-60K
Attrited Customer,39,1998,36,1462,2,3,Lessthan40K
Attrited Customer,50,2400,41,4038,3,4,Lessthan40K
Attrited Customer,35,2355,47,1438.3,3,3,Unknown
Existing Customer,34,4495,77,4408,1,2,Lessthan40K
Existing Customer,46,4763,76,4163,1,3,Unknown
Existing Customer,49,3981,76,7201,3,3,40K-60K
Existing Customer,49,5187,89,1883,3,1,80K-120K
Existing Customer,42,5104,85,3308,1,2,Lessthan40K
Existing Customer,65,4623,65,2022,3,0,Lessthan40K
Existing Customer,43,5173,78,8597,3,3,Lessthan40K
Existing Customer,38,4460,79,4693,1,3,Unknown
Existing Customer,52,4620,81,2873,1,3,Lessthan40K
Existing Customer,39,4742,90,3400,1,3,40K-60K
Existing Customer,48,4421,79,2405,1,3,40K-60K
Attrited Customer,46,1989,47,34516,3,2,80K-120K
Existing Customer,44,4436,79,8241,3,1,80K-120K
Existing Customer,53,4915,92,1438.3,3,1,40K-60K
Existing Customer,44,4671,61,2608,3,2,Lessthan40K
Existing Customer,41,5232,78,2359,2,3,Lessthan40K
Existing Customer,47,4141,87,1790,2,2,Lessthan40K
Attrited Customer,54,2615,37,2247,6,3,Lessthan40K
Existing Customer,40,4749,82,3624,3,3,80K-120K
Existing Customer,42,4396,70,1438.3,2,1,Lessthan40K
Existing Customer,39,4239,78,2901,1,2,40K-60K
Existing Customer,41,4226,77,9759,2,3,Lessthan40K
Existing Customer,57,4360,78,2525,3,2,Lessthan40K
